OBJECTID,Line_No,Bear_ID,Date,Time,Latitude,Longitude,Elevation__feet_,Temp__Deg_F_,Major_Activity,Video_file,Remarks,
190,41,Bear 17,"Saturday, July 21, 2012",6:01 AM,61.0968037,-149.7721116,200,68,Unknown,,No video,
191,59,Bear 17,"Saturday, July 21, 2012",12:01 PM,61.0976251,-149.7626193,241,64,Unknown,,No video,
192,77,Bear 17,"Saturday, July 21, 2012",6:01 PM,61.1130842,-149.7637447,232,63,Unknown,,No video,
193,95,Bear 17,"Sunday, July 22, 2012",12:01 AM,61.118429,-149.7842101,182,64,Unknown,,No video,
194,113,Bear 17,"Sunday, July 22, 2012",6:02 AM,61.1185086,-149.7838552,159,66,Unknown,,No video,
195,131,Bear 17,"Sunday, July 22, 2012",12:02 PM,61.1320137,-149.7722638,157,66,Unknown,,No video,
196,149,Bear 17,"Sunday, July 22, 2012",6:00 PM,61.1265916,-149.7722643,135,68,Unknown,,No video,
197,167,Bear 17,"Monday, July 23, 2012",12:01 AM,61.1266839,-149.7716899,167,63,Unknown,,No video,
198,185,Bear 17,"Monday, July 23, 2012",6:02 AM,61.1267338,-149.7718622,173,64,Unknown,,No video,
199,203,Bear 17,"Monday, July 23, 2012",12:01 PM,61.1298756,-149.7826475,155,66,Unknown,,No video,
200,221,Bear 17,"Monday, July 23, 2012",6:00 PM,61.1339258,-149.7821037,96,66,Unknown,,No video,
201,239,Bear 17,"Tuesday, July 24, 2012",12:01 AM,61.1482994,-149.7337994,193,66,Unknown,,No video,
202,257,Bear 17,"Tuesday, July 24, 2012",6:01 AM,61.1483458,-149.7338262,219,72,Unknown,,No video,
203,275,Bear 17,"Tuesday, July 24, 2012",12:02 PM,61.1412667,-149.7727133,114,68,Unknown,,No video,
204,293,Bear 17,"Tuesday, July 24, 2012",6:00 PM,61.1357865,-149.768286,133,73,Unknown,,No video,
205,311,Bear 17,"Wednesday, July 25, 2012",12:01 AM,61.1274586,-149.7709734,162,64,Unknown,,No video,
206,329,Bear 17,"Wednesday, July 25, 2012",6:02 AM,61.1274515,-149.7706515,164,63,Unknown,,No video,
207,347,Bear 17,"Wednesday, July 25, 2012",12:00 PM,61.1266407,-149.7674839,175,90,Unknown,,No video,
208,365,Bear 17,"Wednesday, July 25, 2012",6:00 PM,61.1276529,-149.7687577,151,77,Unknown,,No video,
209,383,Bear 17,"Thursday, July 26, 2012",12:01 AM,61.127278,-149.7680387,184,66,Unknown,,No video,
210,401,Bear 17,"Thursday, July 26, 2012",6:00 AM,61.1237249,-149.7671024,196,61,Unknown,,No video,
211,419,Bear 17,"Thursday, July 26, 2012",12:00 PM,61.1115905,-149.7619441,268,106,Unknown,,No video,
212,437,Bear 17,"Thursday, July 26, 2012",6:02 PM,61.1215914,-149.7581788,223,79,Unknown,,No video,
213,473,Bear 17,"Friday, July 27, 2012",6:01 AM,61.1254847,-149.7418934,265,63,Unknown,,No video,
214,491,Bear 17,"Friday, July 27, 2012",12:02 PM,61.1299306,-149.8015758,110,75,Unknown,,No video,
215,509,Bear 17,"Friday, July 27, 2012",6:01 PM,61.1355955,-149.8246224,71,79,Unknown,,No video,
216,527,Bear 17,"Saturday, July 28, 2012",12:02 AM,61.1157233,-149.7610106,246,66,Unknown,,No video,
217,545,Bear 17,"Saturday, July 28, 2012",6:02 AM,61.1157415,-149.7609759,247,63,Unknown,,No video,
218,563,Bear 17,"Saturday, July 28, 2012",12:01 PM,61.1060661,-149.7602151,264,79,Unknown,,No video,
219,581,Bear 17,"Saturday, July 28, 2012",6:01 PM,61.100969,-149.7601164,247,75,Unknown,,No video,
220,617,Bear 17,"Sunday, July 29, 2012",6:00 AM,61.1052735,-149.7782761,242,68,Unknown,,No video,
221,635,Bear 17,"Sunday, July 29, 2012",12:00 PM,61.1301639,-149.7507319,201,73,Unknown,,No video,
222,653,Bear 17,"Sunday, July 29, 2012",6:01 PM,61.1309687,-149.7644684,144,77,Unknown,,No video,
223,671,Bear 17,"Monday, July 30, 2012",12:02 AM,61.1334302,-149.7793763,127,68,Unknown,,No video,
224,689,Bear 17,"Monday, July 30, 2012",6:02 AM,61.1335984,-149.7810504,136,64,Unknown,,No video,
225,707,Bear 17,"Monday, July 30, 2012",12:01 PM,61.1380916,-149.7717735,169,66,Unknown,,No video,
226,725,Bear 17,"Monday, July 30, 2012",6:02 PM,61.1444447,-149.769219,104,66,Unknown,,No video,
227,743,Bear 17,"Tuesday, July 31, 2012",12:01 AM,61.1470312,-149.768796,122,66,Unknown,,No video,
228,761,Bear 17,"Tuesday, July 31, 2012",6:02 AM,61.1465736,-149.7672292,141,61,Unknown,,No video,
229,779,Bear 17,"Tuesday, July 31, 2012",12:02 PM,61.1410526,-149.7572927,162,75,Unknown,,No video,
230,797,Bear 17,"Tuesday, July 31, 2012",6:00 PM,61.1408989,-149.7722479,127,77,Unknown,,No video,
231,833,Bear 17,"Wednesday, August 01, 2012",6:00 AM,61.1462908,-149.7721005,119,64,Unknown,,No video,
232,851,Bear 17,"Wednesday, August 01, 2012",12:02 PM,61.1460528,-149.7718382,136,72,Unknown,,No video,
233,905,Bear 17,"Thursday, August 02, 2012",6:01 AM,61.1419163,-149.7622561,144,70,Unknown,,No video,
234,923,Bear 17,"Thursday, August 02, 2012",12:01 PM,61.1410012,-149.7571738,162,63,Unknown,,No video,
235,941,Bear 17,"Thursday, August 02, 2012",6:02 PM,61.1251388,-149.7469592,169,68,Unknown,,No video,
236,959,Bear 17,"Friday, August 03, 2012",12:01 AM,61.1257996,-149.7473011,233,64,Unknown,,No video,
237,977,Bear 17,"Friday, August 03, 2012",6:00 AM,61.1259688,-149.7486087,242,70,Unknown,,No video,
238,995,Bear 17,"Friday, August 03, 2012",12:01 PM,61.1246626,-149.757224,225,68,Unknown,,No video,
239,1013,Bear 17,"Friday, August 03, 2012",6:02 PM,61.12788,-149.7683211,146,75,Unknown,,No video,
240,1031,Bear 17,"Saturday, August 04, 2012",12:01 AM,61.1333919,-149.7789208,123,63,Unknown,,No video,
241,1049,Bear 17,"Saturday, August 04, 2012",6:01 AM,61.1326135,-149.7793366,140,72,Unknown,,No video,
242,1067,Bear 17,"Saturday, August 04, 2012",12:01 PM,61.1335924,-149.7937206,98,64,Unknown,,No video,
243,1103,Bear 17,"Sunday, August 05, 2012",12:02 AM,61.1334488,-149.778723,137,66,Unknown,,No video,
244,1121,Bear 17,"Sunday, August 05, 2012",6:01 AM,61.1341035,-149.7758902,130,61,Unknown,,No video,
245,1139,Bear 17,"Sunday, August 05, 2012",12:01 PM,61.1287428,-149.779232,148,68,Unknown,,No video,
246,1157,Bear 17,"Sunday, August 05, 2012",6:02 PM,61.1349348,-149.7856385,125,73,Unknown,,No video,
247,1193,Bear 17,"Monday, August 06, 2012",6:00 AM,61.1332544,-149.7775539,133,64,Unknown,,No video,
248,1229,Bear 17,"Monday, August 06, 2012",6:02 PM,61.12542,-149.7514574,212,73,Unknown,,No video,
249,1247,Bear 17,"Tuesday, August 07, 2012",12:03 AM,61.1409106,-149.7606627,150,66,Unknown,,No video,
250,1265,Bear 17,"Tuesday, August 07, 2012",6:00 AM,61.1404007,-149.7589199,169,64,Unknown,,No video,
251,1283,Bear 17,"Tuesday, August 07, 2012",12:00 PM,61.1370047,-149.7595717,138,77,Unknown,,No video,
252,1314,Bear 17,"Wednesday, August 08, 2012",12:02 AM,61.1183682,-149.7836436,226,70,Unknown,,No video,
253,1332,Bear 17,"Wednesday, August 08, 2012",6:02 AM,61.1183854,-149.7839792,162,63,Unknown,,No video,
254,1350,Bear 17,"Wednesday, August 08, 2012",12:01 PM,61.1028378,-149.7771457,228,68,Unknown,,No video,
255,1368,Bear 17,"Wednesday, August 08, 2012",6:01 PM,61.0940986,-149.7770337,227,77,Unknown,,No video,
256,1386,Bear 17,"Thursday, August 09, 2012",12:02 AM,61.1156545,-149.760108,252,72,Unknown,,No video,
257,1422,Bear 17,"Thursday, August 09, 2012",12:01 PM,61.1247295,-149.7427735,211,81,Unknown,,No video,
258,1440,Bear 17,"Thursday, August 09, 2012",6:02 PM,61.1066099,-149.7085575,554,77,Unknown,,No video,
259,1476,Bear 17,"Friday, August 10, 2012",6:01 AM,61.0867176,-149.7567393,278,68,Unknown,,No video,
260,1512,Bear 17,"Friday, August 10, 2012",6:02 PM,61.1193389,-149.7555766,215,82,Unknown,,No video,
261,1530,Bear 17,"Saturday, August 11, 2012",12:02 AM,61.1134058,-149.7599199,251,68,Unknown,,No video,
262,1548,Bear 17,"Saturday, August 11, 2012",6:00 AM,61.1133905,-149.7624872,246,68,Unknown,,No video,
263,1566,Bear 17,"Saturday, August 11, 2012",12:01 PM,61.1132417,-149.7621828,236,77,Unknown,,No video,
264,1584,Bear 17,"Saturday, August 11, 2012",6:02 PM,61.1218843,-149.7721009,189,75,Unknown,,No video,
265,1602,Bear 17,"Sunday, August 12, 2012",12:01 AM,61.1152911,-149.7601799,246,70,Unknown,,No video,
266,1620,Bear 17,"Sunday, August 12, 2012",6:01 AM,61.1152249,-149.7601278,243,68,Unknown,,No video,
267,1638,Bear 17,"Sunday, August 12, 2012",12:01 PM,61.1119261,-149.7749687,207,79,Unknown,,No video,
268,1656,Bear 17,"Sunday, August 12, 2012",6:00 PM,61.1215248,-149.7932992,143,82,Unknown,,No video,
269,1674,Bear 17,"Monday, August 13, 2012",12:00 AM,61.1135549,-149.806555,120,70,Unknown,,No video,
270,1692,Bear 17,"Monday, August 13, 2012",6:02 AM,61.113427,-149.8068059,97,72,Unknown,,No video,
271,1710,Bear 17,"Monday, August 13, 2012",12:02 PM,61.1340349,-149.7768976,104,75,Unknown,,No video,
272,1728,Bear 17,"Monday, August 13, 2012",6:01 PM,61.1276757,-149.7765554,152,84,Unknown,,No video,
273,1746,Bear 17,"Tuesday, August 14, 2012",12:02 AM,61.1247683,-149.7557457,206,72,Unknown,,No video,
274,1764,Bear 17,"Tuesday, August 14, 2012",6:00 AM,61.1238541,-149.7542241,223,68,Unknown,,No video,
275,1782,Bear 17,"Tuesday, August 14, 2012",12:01 PM,61.1009958,-149.7945515,219,77,Unknown,,No video,
276,1800,Bear 17,"Tuesday, August 14, 2012",6:01 PM,61.080171,-149.8069235,113,84,Unknown,,No video,
277,1818,Bear 17,"Wednesday, August 15, 2012",12:01 AM,61.0625419,-149.7973608,60,70,Unknown,,No video,
278,1872,Bear 17,"Wednesday, August 15, 2012",6:02 PM,61.0681862,-149.7955467,52,84,Unknown,,No video,
279,1890,Bear 17,"Thursday, August 16, 2012",12:02 AM,61.0711523,-149.7803709,194,75,Unknown,,No video,
280,1908,Bear 17,"Thursday, August 16, 2012",6:02 AM,61.0710702,-149.7804254,200,72,Unknown,,No video,
281,1926,Bear 17,"Thursday, August 16, 2012",12:01 PM,61.0688058,-149.7820306,199,72,Unknown,,No video,
282,1962,Bear 17,"Friday, August 17, 2012",12:02 AM,61.1029775,-149.7765198,252,68,Unknown,,No video,
283,1980,Bear 17,"Friday, August 17, 2012",6:03 AM,61.1033105,-149.7765483,238,70,Unknown,,No video,
284,2016,Bear 17,"Friday, August 17, 2012",6:02 PM,61.1194444,-149.7555125,241,82,Unknown,,No video,
285,2034,Bear 17,"Saturday, August 18, 2012",12:02 AM,61.1228239,-149.7511789,242,70,Unknown,,No video,
286,2052,Bear 17,"Saturday, August 18, 2012",6:01 AM,61.1227059,-149.7511135,235,68,Unknown,,No video,
287,2088,Bear 17,"Saturday, August 18, 2012",6:01 PM,61.1098951,-149.7561229,266,68,Other,,Play bout with another black bear,
288,2106,Bear 17,"Sunday, August 19, 2012",12:02 AM,61.1096947,-149.7592692,277,70,Resting,,,
289,2124,Bear 17,"Sunday, August 19, 2012",6:01 AM,61.1097221,-149.7593293,257,70,Resting,,,
290,2142,Bear 17,"Sunday, August 19, 2012",12:02 PM,61.1185326,-149.7669355,217,70,Resting,,"Resting in cottonwood tree, very windy out",
291,2160,Bear 17,"Sunday, August 19, 2012",6:02 PM,61.1146316,-149.7605935,225,73,Resting,,,
292,2178,Bear 17,"Monday, August 20, 2012",12:02 AM,61.1184744,-149.7843743,202,72,Resting,,,
293,2196,Bear 17,"Monday, August 20, 2012",6:03 AM,61.1184058,-149.7839404,171,68,Resting,,,
294,2214,Bear 17,"Monday, August 20, 2012",12:03 PM,61.120555,-149.788537,153,75,Resting,,,
295,2232,Bear 17,"Monday, August 20, 2012",6:02 PM,61.1211683,-149.8018092,138,72,Other,,Play bout with another black bear,
296,2268,Bear 17,"Tuesday, August 21, 2012",6:01 AM,61.1132397,-149.806529,113,84,Resting,,,
297,2286,Bear 17,"Tuesday, August 21, 2012",12:02 PM,61.1149741,-149.8109574,94,72,Other,,Play bout with another black bear,
298,2304,Bear 17,"Tuesday, August 21, 2012",6:00 PM,61.1122122,-149.8164304,101,77,Other,,Play bout with another black bear,
299,2340,Bear 17,"Wednesday, August 22, 2012",6:01 AM,61.11353,-149.8066751,121,70,Resting,,,
300,2358,Bear 17,"Wednesday, August 22, 2012",12:02 PM,61.114601,-149.8150033,103,72,Resting,,,
301,2376,Bear 17,"Wednesday, August 22, 2012",6:01 PM,61.1225604,-149.7910119,132,79,Locomotion,,Walking through brush,
302,2394,Bear 17,"Thursday, August 23, 2012",12:01 AM,61.1258434,-149.7473398,266,73,Resting,,,
303,2412,Bear 17,"Thursday, August 23, 2012",6:01 AM,61.1258701,-149.7473532,236,72,Resting,,,
304,2430,Bear 17,"Thursday, August 23, 2012",12:02 PM,61.1247725,-149.7326302,292,68,Other,,Play bout with another black bear,
305,2448,Bear 17,"Thursday, August 23, 2012",6:02 PM,61.151292,-149.7596071,97,72,Resting,,,
306,2502,Bear 17,"Friday, August 24, 2012",12:01 PM,61.1738462,-149.7371662,95,72,Unknown,,No video,
307,2574,Bear 17,"Saturday, August 25, 2012",12:02 PM,61.1767422,-149.737757,120,70,Unknown,,No video,
308,2592,Bear 17,"Saturday, August 25, 2012",6:01 PM,61.1336341,-149.7676577,125,82,Unknown,,No video,
309,2610,Bear 17,"Sunday, August 26, 2012",12:01 AM,61.1265617,-149.7717112,151,70,Unknown,,No video,
310,2628,Bear 17,"Sunday, August 26, 2012",6:03 AM,61.1265678,-149.771734,148,72,Unknown,,No video,
311,2646,Bear 17,"Sunday, August 26, 2012",12:02 PM,61.1174766,-149.7579059,232,70,Unknown,,No video,
312,2664,Bear 17,"Sunday, August 26, 2012",6:01 PM,61.094745,-149.7661416,165,81,Unknown,,No video,
313,2682,Bear 17,"Monday, August 27, 2012",12:01 AM,61.0945608,-149.7770906,158,75,Unknown,,No video,
314,2718,Bear 17,"Monday, August 27, 2012",12:01 PM,61.0943426,-149.7820003,188,73,Unknown,,No video,
315,2772,Bear 17,"Tuesday, August 28, 2012",6:02 AM,61.0947742,-149.7778178,209,68,Unknown,,No video,
316,2826,Bear 17,"Wednesday, August 29, 2012",12:01 AM,61.0947106,-149.7774389,173,72,Unknown,,No video,
317,2844,Bear 17,"Wednesday, August 29, 2012",6:02 AM,61.0946914,-149.7776764,178,68,Unknown,,No video,
318,2862,Bear 17,"Wednesday, August 29, 2012",12:00 PM,61.0875951,-149.7654239,249,75,Unknown,,No video,
319,2880,Bear 17,"Wednesday, August 29, 2012",6:01 PM,61.0952759,-149.7668984,216,79,Unknown,,No video,
320,2898,Bear 17,"Thursday, August 30, 2012",12:01 AM,61.0972371,-149.7756053,208,73,Unknown,,No video,
321,2916,Bear 17,"Thursday, August 30, 2012",6:02 AM,61.0974495,-149.7755803,193,75,Unknown,,No video,
322,2934,Bear 17,"Thursday, August 30, 2012",12:03 PM,61.0969258,-149.7716994,186,73,Unknown,,No video,
323,51,Bear 18,"Tuesday, July 24, 2012",6:01 AM,61.0822181,-149.7613269,,64,Resting,,,
324,60,Bear 18,"Tuesday, July 24, 2012",9:01 AM,61.0836346,-149.7616665,,68,Anthropogenic,Bear 18 7-24-12 09:01,"In trash, finds and opens tupperware container",
325,61,Bear 18,"Tuesday, July 24, 2012",9:21 AM,61.0832751,-149.7616649,,70,Anthropogenic,Bear 18 7-24-12 09:21,Getting into wet dogfood or chicken feed,
326,62,Bear 18,"Tuesday, July 24, 2012",9:42 AM,61.0829703,-149.7617408,,72,Anthropogenic,Bear 18 7-24-12 09:42,Eating raw hamburger meat that looks like someone tossed to her,
327,65,Bear 18,"Tuesday, July 24, 2012",10:40 AM,61.0825515,-149.7617539,,70,Resting,Bear 18 7-24-12 10:40,"High up in cottonwood, cub resting on a branch",
328,69,Bear 18,"Tuesday, July 24, 2012",12:01 PM,61.0825169,-149.7619005,,70,Resting,,,
329,87,Bear 18,"Tuesday, July 24, 2012",6:01 PM,61.0829156,-149.761574,,75,Resting,Bear 18 7-24-12 18:01,"Sow resting wirh head up, cub in tree smacks sow in face",
330,105,Bear 18,"Wednesday, July 25, 2012",12:00 AM,61.0814297,-149.7607796,,64,Resting,,,
331,123,Bear 18,"Wednesday, July 25, 2012",6:02 AM,61.082745,-149.761774,,64,Locomotion,Bear 18 7-25-12 06:02,"Standing and looking, cubs standing at base of tree",
332,124,Bear 18,"Wednesday, July 25, 2012",6:21 AM,61.0828319,-149.7617034,,66,Natural Food,Bear 18 7-25-12 06:21,Sow and cubs feeding on a carcass,
333,131,Bear 18,"Wednesday, July 25, 2012",8:41 AM,61.0828109,-149.7613952,,72,Anthropogenic,Bear 18 7-25-12 08:41,"In trash, sow using claws to eat something out of jar",
334,159,Bear 18,"Wednesday, July 25, 2012",6:01 PM,61.081505,-149.762495,,95,Natural Food,Bear 18 7-25-12 18:01,Eating red currant berries (Ribes rubrum),
335,177,Bear 18,"Thursday, July 26, 2012",12:02 AM,61.0814768,-149.7602369,,63,Resting,,,
336,195,Bear 18,"Thursday, July 26, 2012",6:00 AM,61.081482,-149.7603408,,55,Resting,,,
337,213,Bear 18,"Thursday, July 26, 2012",12:00 PM,61.0689347,-149.7803176,,81,Resting,,,
338,231,Bear 18,"Thursday, July 26, 2012",6:03 PM,61.0507042,-149.7922216,,86,Locomotion,Bear 18 7-26-12 18:03,Strolling through the woods,
339,267,Bear 18,"Friday, July 27, 2012",6:01 AM,61.0370224,-149.7783208,,64,Natural Food,Bear 18 7-27-12 06:01,Eating soapberries (Sapindus spp.),
340,268,Bear 18,"Friday, July 27, 2012",6:21 AM,61.0372505,-149.7780947,,64,Natural Food,Bear 18 7-27-12 06:21,Eating soapberries (Sapindus spp.),
341,271,Bear 18,"Friday, July 27, 2012",7:21 AM,61.0360714,-149.7736784,,68,Resting,Bear 18 7-27-12 07:21,"Standing and looking around, great skyline shot",
342,285,Bear 18,"Friday, July 27, 2012",12:03 PM,61.0378066,-149.7687581,,90,Locomotion,Bear 18 7-27-12 12:03,Walking through brush with cub leading the way,
343,303,Bear 18,"Friday, July 27, 2012",6:01 PM,61.0536347,-149.7674607,,82,Resting,,,
344,321,Bear 18,"Saturday, July 28, 2012",12:01 AM,61.0523322,-149.7648185,,66,Resting,,,
345,339,Bear 18,"Saturday, July 28, 2012",6:01 AM,61.0523377,-149.7649384,,63,Resting,,,
346,355,Bear 18,"Saturday, July 28, 2012",11:22 AM,61.0572961,-149.7683495,,91,Anthropogenic,Bear 18 7-28-12 11:22,Eating dogfood out of dish,
347,393,Bear 18,"Sunday, July 29, 2012",12:01 AM,61.0532088,-149.7463651,,64,Resting,,,
348,411,Bear 18,"Sunday, July 29, 2012",6:02 AM,61.0531815,-149.7462451,,70,Resting,,,
349,429,Bear 18,"Sunday, July 29, 2012",12:01 PM,61.0341736,-149.7639078,,88,Locomotion,,Walking through brush,
350,447,Bear 18,"Sunday, July 29, 2012",6:03 PM,61.023959,-149.746099,,75,Locomotion,,Walking through brush,
351,483,Bear 18,"Monday, July 30, 2012",6:02 AM,61.0283536,-149.7485999,,61,Resting,,,
352,518,Bear 18,"Monday, July 30, 2012",6:02 PM,61.0177784,-149.7248083,,66,Resting,,,
353,554,Bear 18,"Tuesday, July 31, 2012",6:01 AM,61.0227066,-149.7334958,,63,Locomotion,,Walking through brush,
354,559,Bear 18,"Tuesday, July 31, 2012",7:41 AM,61.0262364,-149.7387991,,64,Natural Food,Bear 18 7-31-12 07:41,Chewing on bone,
355,572,Bear 18,"Tuesday, July 31, 2012",12:00 PM,61.0343923,-149.7580294,,88,Locomotion,,Walking through brush,
356,577,Bear 18,"Tuesday, July 31, 2012",1:41 PM,61.0303972,-149.764154,,84,Other,Bear 18 7-31-12 13:41,Cubs nursing,
357,589,Bear 18,"Tuesday, July 31, 2012",5:41 PM,61.0386638,-149.7808681,,79,Locomotion,Bear 18 7-31-12 17:41,Following another bear on trail,
358,590,Bear 18,"Tuesday, July 31, 2012",6:01 PM,61.0386904,-149.7802487,,77,Natural Food,,Eating soapberries (Sapindus spp.),
359,595,Bear 18,"Tuesday, July 31, 2012",7:42 PM,61.041697,-149.7853699,,72,Anthropogenic,Bear 18 7-31-12 19:42,Eating discarded fish carcasses,
360,637,Bear 18,"Wednesday, August 01, 2012",9:42 AM,61.0439183,-149.7798717,,63,Anthropogenic,Bear 18 8-01-12 09:42,Raiding two different chicken coops not protected with electric fences,
361,644,Bear 18,"Wednesday, August 01, 2012",12:00 PM,61.0435468,-149.7800898,,64,Natural Food,,Eating soapberries (Sapindus spp.),
362,646,Bear 18,"Wednesday, August 01, 2012",12:41 PM,61.044079,-149.779812,,61,Anthropogenic,Bear 18 8-01-12 12:41,Returning to chicken coop,
363,647,Bear 18,"Wednesday, August 01, 2012",1:01 PM,61.0445218,-149.7803121,,63,Other,Bear 18 8-01-12 13:01,"Interaction with cubs: cubs crying, sow nuzzling cubs and grooming them",
364,662,Bear 18,"Wednesday, August 01, 2012",6:02 PM,61.0486766,-149.7856311,,64,Resting,,,
365,680,Bear 18,"Thursday, August 02, 2012",12:02 AM,61.0492712,-149.7899703,,63,Resting,,,
366,698,Bear 18,"Thursday, August 02, 2012",6:01 AM,61.0490832,-149.7910147,,66,Natural Food,,"Eating twisted stalk, or watermelon berries (Streptopus amplexifolius)",
367,731,Bear 18,"Thursday, August 02, 2012",5:02 PM,61.0554297,-149.776291,,63,Resting,Bear 18 8-02-12 17:02,Cubs nursing and making nursing sounds,
368,734,Bear 18,"Thursday, August 02, 2012",6:01 PM,61.0553615,-149.7762921,,64,Resting,,,
369,752,Bear 18,"Friday, August 03, 2012",12:01 AM,61.0530255,-149.7702092,,57,Resting,,,
370,770,Bear 18,"Friday, August 03, 2012",6:01 AM,61.0522108,-149.7708506,,59,Anthropogenic,,Eating trash,
371,773,Bear 18,"Friday, August 03, 2012",7:01 AM,61.0516343,-149.7788466,,57,Locomotion,Bear 18 8-03-12 07:01,Walking along road,
372,806,Bear 18,"Friday, August 03, 2012",6:01 PM,61.0383218,-149.7691434,,97,Locomotion,,Standing and looking around,
373,809,Bear 18,"Friday, August 03, 2012",7:03 PM,61.0378422,-149.7698625,,77,Other,Bear 18 8-03-12 19:03,Playing with cub,
374,819,Bear 18,"Friday, August 03, 2012",10:22 PM,61.0312445,-149.7690221,,66,Resting,Bear 18 8-03-12 22:22,"Sleeping next to cub, cub nuzzles sow",
375,842,Bear 18,"Saturday, August 04, 2012",6:03 AM,61.0317164,-149.7640038,,64,Locomotion,,Walking through brush,
376,914,Bear 18,"Sunday, August 05, 2012",6:02 AM,61.0289211,-149.753789,,61,Natural Food,,Eating soapberries (Sapindus spp.),
377,930,Bear 18,"Sunday, August 05, 2012",11:22 AM,61.0365426,-149.7765637,,75,Locomotion,Bear 18 8-05-12 11:22,Walking with all three cubs in view,
378,932,Bear 18,"Sunday, August 05, 2012",12:03 PM,61.040129,-149.7822938,,75,Locomotion,,Walking through brush,
379,942,Bear 18,"Sunday, August 05, 2012",3:21 PM,61.0406618,-149.7809474,,66,Resting,Bear 18 8-05-12 15:21,"Resting high up in tree, people below",
380,995,Bear 18,"Monday, August 06, 2012",12:01 PM,61.0296061,-149.7452233,,84,Natural Food,,Eating soapberries (Sapindus spp.),
381,1011,Bear 18,"Monday, August 06, 2012",5:21 PM,61.0256392,-149.7478752,,75,Resting,Bear 18 8-06-12 17:21,In tree huffing and salivating,
382,1013,Bear 18,"Monday, August 06, 2012",6:02 PM,61.0257338,-149.7483532,,72,Resting,,Resting in cottonwood tree,
383,1049,Bear 18,"Tuesday, August 07, 2012",6:01 AM,61.0295993,-149.7600888,,63,Locomotion,,Walking through brush,
384,1074,Bear 18,"Tuesday, August 07, 2012",2:21 PM,61.0431362,-149.7765727,,97,Natural Food,Bear 18 8-07-12 14:21,Sniffs dead rabbit but doesn't eat it,
385,1079,Bear 18,"Tuesday, August 07, 2012",4:00 PM,61.0469135,-149.7776422,,88,Anthropogenic,Bear 18 8-07-12 16:00,"(07:59) In boat, opening bait boxes and lunch",
386,1103,Bear 18,"Wednesday, August 08, 2012",12:01 AM,61.0492504,-149.7900061,,73,Resting,,,
387,1121,Bear 18,"Wednesday, August 08, 2012",6:02 AM,61.0492528,-149.7904299,,59,Resting,,Resting in cottonwood tree,
388,1130,Bear 18,"Wednesday, August 08, 2012",9:03 AM,61.0498854,-149.7898085,,66,Natural Food,Bear 18 8-08-12 09:03,"Eating twisted stalk, or watermelon berries (Streptopus amplexifolius) with cub in foreground",
389,1134,Bear 18,"Wednesday, August 08, 2012",10:22 AM,61.0501615,-149.791705,,64,Resting,Bear 18 8-08-12 10:22,"Lifts head, see cub playing with stick, plops head back down",
390,1138,Bear 18,"Wednesday, August 08, 2012",11:41 AM,61.0490913,-149.7906109,,68,Natural Food,Bear 18 8-08-12 11:41,Eating devils club berries (Oplopanax horridus) with cub,
391,1139,Bear 18,"Wednesday, August 08, 2012",12:00 PM,61.0490734,-149.790551,,64,Resting,,,
392,1175,Bear 18,"Thursday, August 09, 2012",12:02 AM,61.0430688,-149.7835922,,68,Resting,,,
393,1211,Bear 18,"Thursday, August 09, 2012",12:03 PM,61.0381813,-149.7740704,,75,Other,,Playing with cubs,
394,1227,Bear 18,"Thursday, August 09, 2012",5:21 PM,61.0477974,-149.7772796,,86,Anthropogenic,Bear 18 8-09-12 17:21,Opening tupperware container,
395,1229,Bear 18,"Thursday, August 09, 2012",6:01 PM,61.0482953,-149.7812278,,86,Locomotion,,"Walking, then stops and smells leaves",
396,1230,Bear 18,"Thursday, August 09, 2012",6:22 PM,61.0486697,-149.7825193,,86,Other,Bear 18 8-09-12 18:22,Standing in stream and then plays with cub,
397,1247,Bear 18,"Friday, August 10, 2012",12:00 AM,61.041823,-149.7824248,,70,Resting,,"Resting, then wakes up to cubs bawling",
398,1265,Bear 18,"Friday, August 10, 2012",6:00 AM,61.0412356,-149.7809335,,66,Natural Food,,Eating devil's club berries (Oplopanax horridus),
399,1293,Bear 18,"Friday, August 10, 2012",3:22 PM,61.048288,-149.7894665,,79,Natural Food,Bear 18 8-10-12 15:22,Drinking from stream,
400,1298,Bear 18,"Friday, August 10, 2012",5:03 PM,61.0488578,-149.7851077,,75,Locomotion,Bear 18 8-10-12 17:03,Standing with forepaws on tree looking around while cubs climb  tree,
401,1301,Bear 18,"Friday, August 10, 2012",6:02 PM,61.0500153,-149.7867759,,72,Other,Bear 18 8-10-12 18:02,Nursing cubs,
402,1319,Bear 18,"Saturday, August 11, 2012",12:03 AM,61.0543216,-149.7803996,,68,Resting,,,
403,1337,Bear 18,"Saturday, August 11, 2012",6:01 AM,61.0544891,-149.7800733,,64,Natural Food,,Eating devil's club berries (Oplopanax horridus),
404,1346,Bear 18,"Saturday, August 11, 2012",9:03 AM,61.0553967,-149.7593023,,70,Anthropogenic,Bear 18 8-11-12 09:03,"Cubs in garage getting into large bag of dogfood, then carrying bag of trash across yard",
405,1355,Bear 18,"Saturday, August 11, 2012",12:02 PM,61.0580639,-149.7567432,,72,Resting,,,
